Tob 1:1
τοὺς RA--APM--- ὁ
ὀφθαλμοὺς N2--APM--- ὀφθαλμός
αὐτοῦ RD--GSM--- αὐτός

Tob 11:17
καὶ C--------- καί
ἤγγισεν VAI-AAI3S- ἐγγίζω
Τωβιθ N---NSM--- Τωβιθ
Σαρρα N1A-DSF--- Σαρρα
τῇ RA--DSF--- ὁ
γυναικὶ N3K-DSF--- γυνή
Τωβια N---GSM--- Τωβια
τοῦ RA--GSM--- ὁ
υἱοῦ N2--GSM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
εὐλόγησεν VA--AAI3S- εὐλογέω
αὐτὴν RD--ASF--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῇ RD--DSF--- αὐτός
εἰσέλθοις VB--AAO2S- ἔρχομαι εἰς
ὑγιαίνουσα V1--PAPNSF ὑγιαίνω
θύγατερ N3--VSF--- θυγάτηρ
καὶ C--------- καί
εὐλογητὸς A1--NSM--- εὐλογητός
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός
σου RP--GS---- σύ
ὃς RR--NSM--- ὅς
ἤγαγέν VBI-AAI3S- ἄγω
σε RP--AS---- σύ
πρὸς P--------- πρός
ἡμᾶς RP--AP---- ἐγώ
θύγατερ N3--VSF--- θυγάτηρ
καὶ C--------- καί
εὐλογημένος VM--XMPNSM εὐλογέω
ὁ RA--NSM--- ὁ
πατήρ N3--NSM--- πατήρ
σου RP--GS---- σύ
καὶ C--------- καί
εὐλογημένος VM--XMPNSM εὐλογέω
Τωβιας N1T-NSM--- Τωβιας
ὁ RA--NSM--- ὁ
υἱός N2--NSM--- υἱός
μου RP--GS---- ἐγώ
καὶ C--------- καί
εὐλογημένη VM--XMPNSF εὐλογέω
σύ RP--NS---- σύ
θύγατερ N3--VSF--- θυγάτηρ
εἴσελθε VB--AAD2S- ἔρχομαι εἰς
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
οἰκίαν N1A-ASF--- οἰκία
σου RP--GS---- σύ
ὑγιαίνουσα V1--PAPNSF ὑγιαίνω
ἐν P--------- ἐν
εὐλογίᾳ N1A-DSF--- εὐλογία
καὶ C--------- καί
χαρᾷ N1A-DSF--- χαρά
εἴσελθε VB--AAD2S- ἔρχομαι εἰς
θύγατερ N3--VSF--- θυγάτηρ

Tob 11:18
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
ταύτῃ RD--DSF--- οὗτος
ἐγένετο VBI-AMI3S- γίγνομαι
χαρὰ N1A-NSF--- χαρά
πᾶσιν A3--DPM--- πᾶς
τοῖς RA--DPM--- ὁ
Ιουδαίοις N2--DPM--- Ἰουδαῖος
τοῖς RA--DPM--- ὁ
οὖσιν V9--PAPDPM εἰμί
ἐν P--------- ἐν
Νινευη N---DSF--- Νινευη

Tob 11:19
καὶ C--------- καί
παρεγένοντο VBI-AMI3P- γίγνομαι παρα
Αχικαρ N---NSM--- Αχικαρ
καὶ C--------- καί
Ναβαδ N---NSM--- Ναβαδ
οἱ RA--NPM--- ὁ
ἐξάδελφοι N2--NPM--- ἐξάδελφος
αὐτοῦ RD--GSM--- αὐτός
χαίροντες V1--PAPNPM χαίρω
πρὸς P--------- πρός
Τωβιν N---ASM--- Τωβιθ

Tob 12:1
καὶ C--------- καί
ὅτε D--------- ὅτε
ἐπετελέσθη VSI-API3S- τελέω ἐπι
ὁ RA--NSM--- ὁ
γάμος N2--NSM--- γάμος
ἐκάλεσεν VAI-AAI3S- καλέω
Τωβιθ N---NSM--- Τωβιθ
Τωβιαν N1T-ASM--- Τωβιας
τὸν RA--ASM--- ὁ
υἱὸν N2--ASM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
παιδίον N2N-VSN--- παιδίον
ὅρα V3--PAD2S- ὁράω
δοῦναι VO--AAN--- δίδωμι
τὸν RA--ASM--- ὁ
μισθὸν N2--ASM--- μισθός
τῷ RA--DSM--- ὁ
ἀνθρώπῳ N2--DSM--- ἄνθρωπος
τῷ RA--DSM--- ὁ
πορευθέντι VC--APPDSM πορεύομαι
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
καὶ C--------- καί
προσθεῖναι VE--AAN--- τίθημι προς
αὐτῷ RD--DSM--- αὐτός
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
μισθόν N2--ASM--- μισθός

Tob 12:2
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
πάτερ N3--VSM--- πατήρ
πόσον A1--ASM--- πόσος
αὐτῷ RD--DSM--- αὐτός
δώσω VF--FAI1S- δίδωμι
τὸν RA--ASM--- ὁ
μισθόν N2--ASM--- μισθός
οὐ D--------- οὐ
βλάπτομαι V1--PMI1S- βλάπτω
διδοὺς V8--PAPNSM δίδωμι
αὐτῷ RD--DSM--- αὐτός
τὸ RA--ASN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
τῶν RA--GPN--- ὁ
ὑπαρχόντων V1--PAPGPN ἄρχω ὑπο
ὧν RR--GPN--- ὅς
ἐνήνοχεν VX--XAI3S- φέρω
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ

Tob 12:3
ἐμὲ RP--AS---- ἐγώ
ἀγείοχεν VX--XAI3S- ἄγω
ὑγιαίνοντα V1--PAPASM ὑγιαίνω
καὶ C--------- καί
τὴν RA--ASF--- ὁ
γυναῖκά N3K-ASF--- γυνή
μου RP--GS---- ἐγώ
ἐθεράπευσεν VAI-AAI3S- θεραπεύω
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἀργύριον N2N-ASN--- ἀργύριον
ἤνεγκεν VAI-AAI3S- φέρω
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ
καὶ C--------- καί
σὲ RP--AS---- σύ
ἐθεράπευσεν VAI-AAI3S- θεραπεύω
πόσον A1--ASM--- πόσος
αὐτῷ RD--DSM--- αὐτός
ἔτι D--------- ἔτι
δῶ VO--AAS1S- δίδωμι
μισθόν N2--ASM--- μισθός

Tob 12:4
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
Τωβις N---NSM--- Τωβιθ
δικαιοῦται V4--PMI3S- δικαιόω
αὐτῷ RD--DSM--- αὐτός
παιδίον N2N-VSN--- παιδίον
λαβεῖν VB--AAN--- λαμβάνω
τὸ RA--ASN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
πάντων A3--GPN--- πᾶς
ὧν RR--GPN--- ὅς
ἔχων V1--PAPNSM ἔχω
ἦλθεν VBI-AAI3S- ἔρχομαι

Tob 12:5
καὶ C--------- καί
ἐκάλεσεν VAI-AAI3S- καλέω
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
λαβὲ VB--AAD2S- λαμβάνω
τὸ RA--ASN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
πάντων A3--GPN--- πᾶς
ὧν RR--GPN--- ὅς
ἔχων V1--PAPNSM ἔχω
ἦλθες VBI-AAI2S- ἔρχομαι
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
μισθόν N2--ASM--- μισθός
σου RP--GS---- σύ
καὶ C--------- καί
ὕπαγε V1--PAD2S- ἄγω ὑπο
ὑγιαίνων V1--PAPNSM ὑγιαίνω

Tob 12:6
τότε D--------- τότε
ἐκάλεσεν VAI-AAI3S- καλέω
τοὺς RA--APM--- ὁ
δύο M--------- δύο
κρυπτῶς D--------- κρυπτῶς
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτοῖς RD--DPM--- αὐτός
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
εὐλογεῖτε V2--PAD2P- εὐλογέω
καὶ C--------- καί
αὐτῷ RD--DSM--- αὐτός
ἐξομολογεῖσθε V2--PMD2P- ὁμολογέω ἐκ
ἐνώπιον P--------- ἐνώπιον
πάντων A3--GPM--- πᾶς
τῶν RA--GPM--- ὁ
ζώντων V3--PAPGPM ζάω
ἃ RR--APN--- ὅς
ἐποίησεν VAI-AAI3S- ποιέω
μεθ' P--------- μετά
ὑμῶν RP--GP---- σύ
ἀγαθά A1--APN--- ἀγαθός
τοῦ RA--GSN--- ὁ
εὐλογεῖν V2--PAN--- εὐλογέω
καὶ C--------- καί
ὑμνεῖν V2--PAN--- ὑμνέω
τὸ RA--ASN--- ὁ
ὄνομα N3M-ASN--- ὄνομα
αὐτοῦ RD--GSM--- αὐτός
τοὺς RA--APM--- ὁ
λόγους N2--APM--- λόγος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ὑποδείκνυτε V5--PAD2P- δεικνύω ὑπο
πᾶσιν A3--DPM--- πᾶς
ἀνθρώποις N2--DPM--- ἄνθρωπος
ἐντίμως D--------- ἐντίμως
καὶ C--------- καί
μὴ D--------- μή
ὀκνεῖτε V2--PAD2P- ὀκνέω
ἐξομολογεῖσθαι V2--PMN--- ὁμολογέω ἐκ
αὐτῷ RD--DSM--- αὐτός

Tob 12:7
μυστήριον N2N-ASN--- μυστήριον
βασιλέως N3V-GSM--- βασιλεύς
κρύπτειν V1--PAN--- κρύπτω
καλόν A1--ASM--- καλός
τὰ RA--APN--- ὁ
δὲ X--------- δέ
ἔργα N2N-APN--- ἔργον
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἀνακαλύπτειν V1--PAN--- καλύπτω ἀνα
καὶ C--------- καί
ἐξομολογεῖσθαι V2--PMN--- ὁμολογέω ἐκ
ἐντίμως D--------- ἐντίμως
τὸ RA--ASN--- ὁ
ἀγαθὸν A1--ASM--- ἀγαθός
ποιεῖτε V2--PAD2P- ποιέω
καὶ C--------- καί
κακὸν A1--ASM--- κακός
οὐχ D--------- οὐ
εὑρήσει VF--FAI3S- εὑρίσκω
ὑμᾶς RP--AP---- σύ

Tob 12:8
ἀγαθὸν A1--NSN--- ἀγαθός
προσευχὴ N1--NSF--- προσευχή
μετὰ P--------- μετά
ἀληθείας N1A-GSF--- ἀλήθεια
καὶ C--------- καί
ἐλεημοσύνη N1--NSF--- ἐλεημοσύνη
μετὰ P--------- μετά
δικαιοσύνης N1--GSF--- δικαιοσύνη
μᾶλλον D--------- μᾶλλον
ἢ C--------- ἤ
πλοῦτος N2--NSM--- πλοῦτος
μετὰ P--------- μετά
ἀδικίας N1A-GSF--- ἀδικία
καλὸν A1--ASM--- καλός
ποιῆσαι VA--AAN--- ποιέω
ἐλεημοσύνην N1--ASF--- ἐλεημοσύνη
μᾶλλον D--------- μᾶλλον
ἢ C--------- ἤ
θησαυρίσαι VA--AAN--- θησαυρίζω
χρυσίον N2N-ASN--- χρυσίον

Tob 12:9
ἐλεημοσύνη N1--NSF--- ἐλεημοσύνη
ἐκ P--------- ἐκ
θανάτου N2--GSM--- θάνατος
ῥύεται V1--PMI3S- ῥύομαι
καὶ C--------- καί
αὐτὴ RD--NSF--- αὐτός
ἀποκαθαίρει V2--PAI3S- αἴρω ἀπο κατα
πᾶσαν A1S-ASF--- πᾶς
ἁμαρτίαν N1A-ASF--- ἁμαρτία
οἱ RA--NPM--- ὁ
ποιοῦντες V2--PAPNPM ποιέω
ἐλεημοσύνην N1--ASF--- ἐλεημοσύνη
χορτασθήσονται VC--FPI3P- χορτάζω
ζωῆς N1--GSF--- ζωή

Tob 12:10
οἱ RA--NPM--- ὁ
ποιοῦντες V2--PAPNPM ποιέω
ἁμαρτίαν N1A-ASF--- ἁμαρτία
καὶ C--------- καί
ἀδικίαν N1A-ASF--- ἀδικία
πολέμιοί A1A-NPM--- πολέμιος
εἰσιν V9--PAI3P- εἰμί
τῆς RA--GSF--- ὁ
ἑαυτῶν RD--GPM--- ἑαυτοῦ
ψυχῆς N1--GSF--- ψυχή

Tob 12:11
πᾶσαν A1S-ASF--- πᾶς
τὴν RA--ASF--- ὁ
ἀλήθειαν N1A-ASF--- ἀλήθεια
ὑμῖν RP--DP---- σύ
ὑποδείξω VF--FAI1S- δεικνύω ὑπο
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
κρύψω VA--AAS1S- κρύπτω
ἀφ' P--------- ἀπό
ὑμῶν RP--GP---- σύ
πᾶν A3--ASN--- πᾶς
ῥῆμα N3M-ASN--- ῥῆμα
ἤδη D--------- ἤδη
ὑμῖν RP--DP---- σύ
ὑπέδειξα VAI-AAI1S- δεικνύω ὑπο
καὶ C--------- καί
εἶπον VBI-AAI3P- εἶπον
μυστήριον N2N-ASN--- μυστήριον
βασιλέως N3V-GSM--- βασιλεύς
καλὸν A1--ASN--- καλός
κρύψαι VA--AAN--- κρύπτω
καὶ C--------- καί
τὰ RA--APN--- ὁ
ἔργα N2N-APN--- ἔργον
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἀνακαλύπτειν V1--PAN--- καλύπτω ἀνα
ἐνδόξως D--------- ἐνδόξως

Tob 12:12
καὶ C--------- καί
νῦν D--------- νῦν
ὅτε D--------- ὅτε
προσηύξω VAI-AMI2S- εὔχομαι προς
καὶ C--------- καί
Σαρρα N1A-NSF--- Σαρρα
ἐγὼ RP--NS---- ἐγώ
προσήγαγον VBI-AAI3P- ἄγω προς
τὸ RA--ASN--- ὁ
μνημόσυνον N2N-ASN--- μνημόσυνον
τῆς RA--GSF--- ὁ
προσευχῆς N1--GSF--- προσευχή
ὑμῶν RP--GP---- σύ
ἐνώπιον P--------- ἐνώπιον
τῆς RA--GSF--- ὁ
δόξης N1S-GSF--- δόξα
κυρίου N2--GSM--- κύριος
καὶ C--------- καί
ὅτε D--------- ὅτε
ἔθαπτες V1I-IAI2S- θάπτω
τοὺς RA--APM--- ὁ
νεκρούς N2--APM--- νεκρός
ὡσαύτως D--------- ὡσαύτως

Tob 12:13
καὶ C--------- καί
ὅτε D--------- ὅτε
οὐκ D--------- οὐ
ὤκνησας VAI-AAI2S- ὀκνέω
ἀναστῆναι VH--AAN--- ἵστημι ἀνα
καὶ C--------- καί
καταλιπεῖν VB--AAN--- λείπω κατα
σου RP--GS---- σύ
τὸ RA--ASN--- ὁ
ἄριστον N2N-ASN--- ἄριστον
καὶ C--------- καί
ᾤχου V1I-IMI2S- οἴχομαι
καὶ C--------- καί
περιέστειλες VBI-AAI2S- στέλλω περι
τὸν RA--ASM--- ὁ
νεκρόν N2--ASM--- νεκρός
τότε D--------- τότε
ἀπέσταλμαι VM--XMI1S- στέλλω ἀπο
ἐπὶ P--------- ἐπί
σὲ RP--AS---- σύ
πειράσαι VA--AAN--- πειράζω
σε RP--AS---- σύ

Tob 12:14
καὶ C--------- καί
ἅμα D--------- ἅμα
ἀπέσταλκέν VX--XAI3S- στέλλω ἀπο
με RP--AS---- ἐγώ
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
ἰάσασθαί VA--AMN--- ἰάομαι
σε RP--AS---- σύ
καὶ C--------- καί
Σαρραν N1A-ASF--- Σαρρα
τὴν RA--ASF--- ὁ
νύμφην N1--ASF--- νύμφη
σου RP--GS---- σύ

Tob 12:15
ἐγώ RP--NS---- ἐγώ
εἰμι V9--PAI1S- εἰμί
Ραφαηλ N---NSM--- Ραφαηλ
εἷς A3--NSM--- εἷς
τῶν RA--GPM--- ὁ
ἑπτὰ M--------- ἑπτά
ἀγγέλων N2--GPM--- ἄγγελος
οἳ RR--NPM--- ὅς
παρεστήκασιν VXI-XAI3P- ἵστημι παρα
καὶ C--------- καί
εἰσπορεύονται V1--PMI3P- πορεύομαι εἰς
ἐνώπιον P--------- ἐνώπιον
τῆς RA--GSF--- ὁ
δόξης N1S-GSF--- δόξα
κυρίου N2--GSM--- κύριος

Tob 12:16
καὶ C--------- καί
ἐταράχθησαν VQI-API3P- ταράσσω
οἱ RA--NPM--- ὁ
δύο M--------- δύο
καὶ C--------- καί
ἔπεσαν VAI-AAI3P- πίπτω
ἐπὶ P--------- ἐπί
πρόσωπον N2N-ASN--- πρόσωπον
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐφοβήθησαν VCI-API3P- φοβέω

Tob 12:17
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτοῖς RD--DPM--- αὐτός
μὴ D--------- μή
φοβεῖσθε V2--PMI2P- φοβέω
εἰρήνη N1--NSF--- εἰρήνη
ὑμῖν RP--DP---- σύ
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
εὐλογεῖτε V2--PAD2P- εὐλογέω
εἰς P--------- εἰς
πάντα A3--ASM--- πᾶς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών

Tob 12:18
ἐγὼ RP--NS---- ἐγώ
ὅτε D--------- ὅτε
ἤμην V9--IMI1S- εἰμί
μεθ' P--------- μετά
ὑμῶν RP--GP---- σύ
οὐχὶ D--------- οὐ
τῇ RA--DSF--- ὁ
ἐμῇ A1--DSF--- ἐμός
χάριτι N3T-DSF--- χάρις
ἤμην V9--IMI1S- εἰμί
μεθ' P--------- μετά
ὑμῶν RP--GP---- σύ
ἀλλὰ C--------- ἀλλά
τῇ RA--DSF--- ὁ
θελήσει N3I-DSF--- θέλησις
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
αὐτὸν RD--ASM--- αὐτός
εὐλογεῖτε V2--PAD2P- εὐλογέω
κατὰ P--------- κατά
πάσας A1S-APF--- πᾶς
τὰς RA--APF--- ὁ
ἡμέρας N1A-APF--- ἡμέρα
αὐτῷ RD--DSM--- αὐτός
ὑμνεῖτε V2--PAD2P- ὑμνέω

Tob 12:19
καὶ C--------- καί
ἐθεωρεῖτέ V2I-IAI2P- θεωρέω
με RP--AS---- ἐγώ
ὅτι C--------- ὅτι
οὐκ D--------- οὐ
ἔφαγον VBI-AAI1S- ἐσθίω
οὐθέν A3--ASN--- οὐδείς
ἀλλὰ C--------- ἀλλά
ὅρασις N3I-NSF--- ὅρασις
ὑμῖν RP--DP---- σύ
ἐθεωρεῖτο V2I-IMI3S- θεωρέω

Tob 12:20
καὶ C--------- καί
νῦν D--------- νῦν
εὐλογεῖτε V2--PAD2P- εὐλογέω
ἐπὶ P--------- ἐπί
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
κύριον N2--ASM--- κύριος
καὶ C--------- καί
ἐξομολογεῖσθε V2--PMD2P- ὁμολογέω ἐκ
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
ἰδοὺ I--------- ἰδού
ἐγὼ RP--NS---- ἐγώ
ἀναβαίνω V1--PAI1S- βαίνω ἀνα
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
ἀποστείλαντά VA--AAPASM στέλλω ἀπο
με RP--AS---- ἐγώ
γράψατε VA--AAD2P- γράφω
πάντα A3--APN--- πᾶς
ταῦτα RD--APN--- οὗτος
τὰ RA--APN--- ὁ
συμβάντα VZ--AAPAPN βαίνω συν
ὑμῖν RP--DP---- σύ
καὶ C--------- καί
ἀνέβη VZI-AAI3S- βαίνω ἀνα

Tob 12:21
καὶ C--------- καί
ἀνέστησαν VHI-AAI3P- ἵστημι ἀνα
καὶ C--------- καί
οὐκέτι D--------- οὐκέτι
ἠδύναντο V6I-IMI3P- δύναμαι
ἰδεῖν VB--AAN--- ὁράω
αὐτόν RD--ASM--- αὐτός

Tob 12:22
καὶ C--------- καί
ηὐλόγουν V2I-IAI3P- εὐλογέω
καὶ C--------- καί
ὕμνουν V2--IAI3P- ὑμνέω
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
καὶ C--------- καί
ἐξωμολογοῦντο V2I-IMI3P- ὁμολογέω ἐκ
αὐτῷ RD--DSM--- αὐτός
ἐπὶ P--------- ἐπί
τὰ RA--APN--- ὁ
ἔργα N2N-APN--- ἔργον
αὐτοῦ RD--GSM--- αὐτός
τὰ RA--APN--- ὁ
μεγάλα A1--APN--- μέγας
ταῦτα RD--APN--- οὗτος
ὡς C--------- ὡς
ὤφθη VVI-API3S- ὁράω
αὐτοῖς RD--DPM--- αὐτός
ἄγγελος N2--NSM--- ἄγγελος
θεοῦ N2--GSM--- θεός

Tob 13:1
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον

Tob 13:2
εὐλογητὸς A1--NSM--- εὐλογητός
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
ὁ RA--NSM--- ὁ
ζῶν V3--PAPNSM ζάω
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών
καὶ C--------- καί
ἡ RA--NSF--- ὁ
βασιλεία N1A-NSF--- βασιλεία
αὐτοῦ RD--GSM--- αὐτός
ὅτι C--------- ὅτι
αὐτὸς RD--NSM--- αὐτός
μαστιγοῖ V4--PAI3S- μαστιγόω
καὶ C--------- καί
ἐλεᾷ V3--PAI3S- ἐλεάω
κατάγει V1--PAI3S- ἄγω κατα
ἕως P--------- ἕως
ᾅδου N1M-GSM--- ᾅδης
κατωτάτω D--------- κατωτάτω
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
ἀνάγει V1--PAI3S- ἄγω ἀνα
ἐκ P--------- ἐκ
τῆς RA--GSF--- ὁ
ἀπωλείας N1A-GSF--- ἀπώλεια
τῆς RA--GSF--- ὁ
μεγάλης A1--GSF--- μέγας
καὶ C--------- καί
οὐκ D--------- οὐ
ἔστιν V9--PAI3S- εἰμί
οὐδέν A3--ASN--- οὐδείς
ὃ RR--ASN--- ὅς
ἐκφεύξεται VF--FMI3S- φεύγω ἐκ
τὴν RA--ASF--- ὁ
χεῖρα N3--ASF--- χείρ
αὐτοῦ RD--GSM--- αὐτός

Tob 13:3
ἐξομολογεῖσθε V2--PMD2P- ὁμολογέω ἐκ
αὐτῷ RD--DSM--- αὐτός
οἱ RA--VPM--- ὁ
υἱοὶ N2--VPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
ἐνώπιον P--------- ἐνώπιον
τῶν RA--GPN--- ὁ
ἐθνῶν N3E-GPN--- ἔθνος
ὅτι C--------- ὅτι
αὐτὸς RD--NSM--- αὐτός
διέσπειρεν VAI-AAI3S- σπείρω δια
ὑμᾶς RP--AP---- σύ
ἐν P--------- ἐν
αὐτοῖς RD--DPM--- αὐτός

Tob 13:4
καὶ C--------- καί
ἐκεῖ D--------- ἐκεῖ
ὑπέδειξεν VAI-AAI3S- δεικνύω ὑπο
ὑμῖν RP--DP---- σύ
τὴν RA--ASF--- ὁ
μεγαλωσύνην N1--ASF--- μεγαλωσύνη
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὑψοῦτε V4--PAD2P- ὑψόω
αὐτὸν RD--ASM--- αὐτός
ἐνώπιον P--------- ἐνώπιον
παντὸς A3--GSM--- πᾶς
ζῶντος V3--PAPGSM ζάω
καθότι D--------- καθότι
αὐτὸς RD--NSM--- αὐτός
ἡμῶν RP--GP---- ἐγώ
κύριός N2--NSM--- κύριος
ἐστιν V9--PAI3S- εἰμί
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
θεὸς N2--NSM--- θεός
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
πατὴρ N3--NSM--- πατήρ
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
θεὸς N2--NSM--- θεός
εἰς P--------- εἰς
πάντας A3--APM--- πᾶς
τοὺς RA--APM--- ὁ
αἰῶνας N3W-APM--- αἰών

Tob 13:5
μαστιγώσει VF--FAI3S- μαστιγόω
ὑμᾶς RP--AP---- σύ
ἐπὶ P--------- ἐπί
ταῖς RA--DPF--- ὁ
ἀδικίαις N1A-DPF--- ἀδικία
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
πάντας A3--APM--- πᾶς
ὑμᾶς RP--AP---- σύ
ἐλεήσει VF--FAI3S- ἐλεέω
ἐκ P--------- ἐκ
πάντων A3--GPN--- πᾶς
τῶν RA--GPN--- ὁ
ἐθνῶν N3E-GPN--- ἔθνος
ὅπου X--------- ὅπου
ἂν X--------- ἄν
διασκορπισθῆτε VC--APS2P- σκορπίζω δια
ἐν P--------- ἐν
αὐτοῖς RD--DPM--- αὐτός

Tob 13:6
ὅταν D--------- ὅταν
ἐπιστρέψητε VA--AAS2P- στρέφω ἐπι
πρὸς P--------- πρός
αὐτὸν RD--ASM--- αὐτός
ἐν P--------- ἐν
ὅλῃ A1--DSF--- ὅλος
τῇ RA--DSF--- ὁ
καρδίᾳ N1A-DSF--- καρδία
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
ἐν P--------- ἐν
ὅλῃ A1--DSF--- ὅλος
τῇ RA--DSF--- ὁ
ψυχῇ N1--DSF--- ψυχή
ὑμῶν RP--GP---- σύ
ποιῆσαι VA--AAN--- ποιέω
ἐνώπιον P--------- ἐνώπιον
αὐτοῦ RD--GSM--- αὐτός
ἀλήθειαν N1A-ASF--- ἀλήθεια
τότε D--------- τότε
ἐπιστρέψει VF--FAI3S- στρέφω ἐπι
πρὸς P--------- πρός
ὑμᾶς RP--AP---- σύ
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
κρύψῃ VA--AAS3S- κρύπτω
τὸ RA--ASN--- ὁ
πρόσωπον N2N-ASN--- πρόσωπον
αὐτοῦ RD--GSM--- αὐτός
ἀφ' P--------- ἀπό
ὑμῶν RP--GP---- σύ
οὐκέτι D--------- οὐκέτι

Tob 13:7
καὶ C--------- καί
νῦν D--------- νῦν
θεάσασθε VA--AMD2P- θεάομαι
ἃ RR--APN--- ὅς
ἐποίησεν VAI-AAI3S- ποιέω
μεθ' P--------- μετά
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
ἐξομολογήσασθε VA--AMD2P- ὁμολογέω ἐκ
αὐτῷ RD--DSM--- αὐτός
ἐν P--------- ἐν
ὅλῳ A1--DSN--- ὅλος
τῷ RA--DSN--- ὁ
στόματι N3M-DSN--- στόμα
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
εὐλογήσατε VA--AAD2P- εὐλογέω
τὸν RA--ASM--- ὁ
κύριον N2--ASM--- κύριος
τῆς RA--GSF--- ὁ
δικαιοσύνης N1--GSF--- δικαιοσύνη
καὶ C--------- καί
ὑψώσατε VA--AAD2P- ὑψόω
τὸν RA--ASM--- ὁ
βασιλέα N3V-ASM--- βασιλεύς
τῶν RA--GPM--- ὁ
αἰώνων N3W-GPM--- αἰών

Tob 13:11
καὶ C--------- καί
πάλιν D--------- πάλιν
ἡ RA--NSF--- ὁ
σκηνή N1--NSF--- σκηνή
σου RP--GS---- σύ
οἰκοδομηθήσεταί VC--FPI3S- οἰκοδομέω
σοι RP--DS---- σύ
μετὰ P--------- μετά
χαρᾶς N1A-GSF--- χαρά

Tob 13:12
καὶ C--------- καί
εὐφράναι VA--AAO3S- εὐφραίνω
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
πάντας A3--APM--- πᾶς
τοὺς RA--APM--- ὁ
αἰχμαλώτους A1B-APM--- αἰχμάλωτος
καὶ C--------- καί
ἀγαπήσαι VA--AAN--- ἀγαπάω
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
πάντας A3--APM--- πᾶς
τοὺς RA--APM--- ὁ
ταλαιπώρους A1B-APM--- ταλαίπορος
εἰς P--------- εἰς
πάσας A1S-APF--- πᾶς
τὰς RA--APF--- ὁ
γενεὰς N1A-APF--- γενεά
τοῦ RA--GSM--- ὁ
